root,arm,benchmark,model,n_seeds,seed_min,seed_max,seeds,n_rows,dup_rows,n_files,n_hf,n_lf,max_budget_last,mtime_min,mtime_max,extra,cols
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Fav,PseudoLabeling,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:21,2026-09-08 06:21,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Fav,Sequential,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:20,2026-09-08 06:21,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Fav,SoftParameterSharing,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:21,2026-09-08 06:21,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Fav,TwoStageJoint,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:20,2026-09-08 06:20,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Unfav,Adapter,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,52,50.0,2026-09-08 06:21,2026-09-08 06:22,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Unfav,Curriculum,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,52,50.0,2026-09-08 06:18,2026-09-08 06:18,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Unfav,DNGOGradient,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,52,50.0,2026-09-08 06:18,2026-09-08 06:18,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Unfav,DNGOJoint,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,52,50.0,2026-09-08 06:22,2026-09-08 06:25,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Unfav,DomainAdaptationMMD,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,52,50.0,2026-09-08 06:17,2026-09-08 06:19,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Unfav,KnowledgeDistillation,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,52,50.0,2026-09-08 06:17,2026-09-08 06:18,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Unfav,Progressive,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,52,50.0,2026-09-08 06:17,2026-09-08 06:19,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Unfav,PseudoLabeling,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,52,50.0,2026-09-08 06:18,2026-09-08 06:19,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Unfav,Sequential,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,52,50.0,2026-09-08 06:18,2026-09-08 06:22,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Unfav,SoftParameterSharing,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,52,50.0,2026-09-08 06:18,2026-09-08 06:19,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Branin-Unfav,TwoStageJoint,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,52,50.0,2026-09-08 06:18,2026-09-08 06:20,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,COFs,Adapter,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,230,29.950000000000117,2026-09-08 06:21,2026-09-08 06:21,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,COFs,Curriculum,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,230,29.950000000000117,2026-09-08 06:15,2026-09-08 06:15,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,COFs,DNGOGradient,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,230,29.950000000000117,2026-09-08 06:14,2026-09-08 06:16,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,COFs,DNGOJoint,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,230,29.950000000000117,2026-09-08 06:17,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,COFs,DomainAdaptationMMD,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,230,29.950000000000117,2026-09-08 06:17,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,COFs,KnowledgeDistillation,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,230,29.950000000000117,2026-09-08 06:17,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,COFs,Progressive,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,230,29.950000000000117,2026-09-08 06:16,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,COFs,PseudoLabeling,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,230,29.950000000000117,2026-09-08 06:17,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,COFs,Sequential,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,230,29.950000000000117,2026-09-08 06:14,2026-09-08 06:15,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,COFs,SoftParameterSharing,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,230,29.950000000000117,2026-09-08 06:16,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,COFs,TwoStageJoint,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,230,29.950000000000117,2026-09-08 06:16,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,FreeSolv,Adapter,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:21,2026-09-08 06:24,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,FreeSolv,Curriculum,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:17,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,FreeSolv,DNGOGradient,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:17,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,FreeSolv,DNGOJoint,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:17,2026-09-08 06:20,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,FreeSolv,DomainAdaptationMMD,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:17,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,FreeSolv,KnowledgeDistillation,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:17,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,FreeSolv,Progressive,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:17,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,FreeSolv,PseudoLabeling,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:18,2026-09-08 06:18,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,FreeSolv,Sequential,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:17,2026-09-08 06:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,FreeSolv,SoftParameterSharing,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:17,2026-09-08 06:18,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,FreeSolv,TwoStageJoint,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,24,259,49.900000000000226,2026-09-08 06:17,2026-09-08 06:18,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,HOPV15,Adapter,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,149,29.900000000000077,2026-09-08 06:26,2026-09-08 06:26,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,HOPV15,Curriculum,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,149,29.900000000000077,2026-09-08 06:21,2026-09-08 06:22,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,HOPV15,DNGOGradient,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,149,29.900000000000077,2026-09-08 06:22,2026-09-08 06:22,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,HOPV15,DNGOJoint,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,149,29.900000000000077,2026-09-08 06:22,2026-09-08 06:23,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,HOPV15,DomainAdaptationMMD,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,149,29.900000000000077,2026-09-08 06:23,2026-09-08 06:24,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,HOPV15,KnowledgeDistillation,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,149,29.900000000000077,2026-09-08 06:22,2026-09-08 06:24,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,HOPV15,Progressive,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,149,29.900000000000077,2026-09-08 06:22,2026-09-08 06:22,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,HOPV15,PseudoLabeling,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,149,29.900000000000077,2026-09-08 06:23,2026-09-08 06:24,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,HOPV15,Sequential,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,149,29.900000000000077,2026-09-08 06:21,2026-09-08 06:21,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,HOPV15,SoftParameterSharing,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,149,29.900000000000077,2026-09-08 06:23,2026-09-08 06:24,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,HOPV15,TwoStageJoint,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,15,149,29.900000000000077,2026-09-08 06:22,2026-09-08 06:22,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_slurm,blr_replace__hf_argmin__warm,Matbench-Gap,Adapter,20,42,61,"42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61",20,0,4,10,199,19.950000000000074,2026-09-08 06:22,2026-09-08 06:24,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_target"": [""hf_argmin""], ""warm"": [""1""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head lf_target model n_hf n_lf nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
